timestamp,actual_bottles,theoretical_weight,measured_weight,calculated_bottles,weight_error,bottle_error,raw_reading,calibration_factor,status,mqtt_success
2025-09-29 08:14:30,0,0,0.0,0,0.0,0,751,2337.141140725751,idle,True
2025-09-29 08:15:00,0,0,0.0,0,0.0,0,1405,2349.200785946634,idle,True
2025-09-29 08:15:30,0,0,0.0,0,0.0,0,-566,2230.4731837434656,idle,True
2025-09-29 08:16:00,0,0,0.0,0,0.0,0,9,2323.679470781769,idle,True
2025-09-29 08:16:30,0,0,0.0,0,0.0,0,473,2226.8848143136947,idle,True
2025-09-29 08:17:00,0,0,0.0,0,0.0,0,-388,2271.9531311568467,idle,True
2025-09-29 08:17:30,0,0,0.0,0,0.0,0,-1230,2320.6758608684836,idle,True
2025-09-29 08:18:00,0,0,0.0,0,0.0,0,-324,2406.9581358134665,idle,True
2025-09-29 08:18:30,0,0,0.0,0,0.0,0,781,2292.994139712421,idle,True
2025-09-29 08:19:00,0,0,0.0,0,0.0,0,617,2236.642692197522,idle,True
2025-09-29 08:19:30,0,0,0.0,0,0.0,0,-714,2294.653623664934,idle,True
2025-09-29 08:20:00,0,0,0.0,0,0.0,0,1049,2219.157255382038,idle,True
2025-09-29 08:20:30,0,0,0.0,0,0.0,0,787,2231.265916488634,idle,True
2025-09-29 08:21:00,0,0,0.0,0,0.0,0,424,2343.419476120195,idle,True
2025-09-29 08:21:30,0,0,0.0,0,0.0,0,-753,2267.7305941998566,idle,True
2025-09-29 08:22:00,0,0,0.0,0,0.0,0,1209,2268.0202745903093,idle,True
2025-09-29 08:22:30,0,0,0.0,0,0.0,0,2720,2266.767158338102,idle,True
2025-09-29 08:23:00,0,0,0.0,0,0.0,0,41,2328.859000040654,idle,True
2025-09-29 08:23:30,0,0,0.0,0,0.0,0,714,2268.8268607337072,idle,True
2025-09-29 08:24:00,0,0,0.0,0,0.0,0,-452,2317.017040897387,idle,True
2025-09-29 08:24:30,0,0,0.0,0,0.0,0,856,2257.674252396649,idle,True
2025-09-29 08:25:00,0,0,0.0,0,0.0,0,630,2284.6239435775547,idle,True
2025-09-29 08:25:30,0,0,0.0,0,0.0,0,-1142,2282.9104359223,idle,True
2025-09-29 08:26:00,0,0,0.0,0,0.0,0,-959,2333.309927204887,idle,True
2025-09-29 08:26:30,0,0,0.0,0,0.0,0,513,2305.751763360433,idle,True
2025-09-29 08:27:00,0,0,0.0,0,0.0,0,1437,2323.5956994406197,idle,True
2025-09-29 08:27:30,0,0,0.0,0,0.0,0,651,2327.7000881746603,idle,True
2025-09-29 08:28:00,0,0,0.0,0,0.0,0,165,2204.9615803396414,idle,True
2025-09-29 08:28:30,0,0,0.0,0,0.0,0,-1867,2395.7329283336753,idle,True
2025-09-29 08:29:00,0,0,0.0,0,0.0,0,-893,2284.0099356270407,idle,True
2025-09-29 08:29:30,0,0,0.0,0,0.0,0,679,2244.2348145370015,idle,True
2025-09-29 08:30:00,0,0,0.0,0,0.0,0,1363,2372.1706879160265,idle,False
2025-09-29 08:30:30,0,0,0.0,0,0.0,0,186,2178.74287066712,idle,True
2025-09-29 08:31:00,0,0,0.0,0,0.0,0,-771,2196.543382045473,idle,True
2025-09-29 08:31:30,0,0,0.0,0,0.0,0,-653,2256.2527344419523,idle,True
2025-09-29 08:32:00,0,0,0.0,0,0.0,0,377,2343.320342768644,idle,True
2025-09-29 08:32:30,0,0,0.0,0,0.0,0,-484,2204.0315017022995,idle,True
2025-09-29 08:33:00,0,0,0.0,0,0.0,0,-19,2373.600284023615,idle,True
2025-09-29 08:33:30,0,0,0.0,0,0.0,0,-1247,2267.371592430342,idle,True
2025-09-29 08:34:00,0,0,0.0,0,0.0,0,-128,2346.1631903575617,idle,True
2025-09-29 08:34:30,0,0,0.0,0,0.0,0,10,2338.158187607748,idle,True
2025-09-29 08:35:00,0,0,0.0,0,0.0,0,647,2283.044830355858,idle,True
2025-09-29 08:35:30,0,0,0.0,0,0.0,0,-1237,2359.3008408072674,idle,True
2025-09-29 08:36:00,0,0,0.0,0,0.0,0,439,2283.548620781987,idle,True
2025-09-29 08:36:30,0,0,0.0,0,0.0,0,-622,2294.0495933867514,idle,True
2025-09-29 08:37:00,0,0,0.0,0,0.0,0,-622,2256.773512567752,idle,True
2025-09-29 08:37:30,0,0,0.0,0,0.0,0,307,2324.9799937716625,idle,True
2025-09-29 08:38:00,0,0,0.0,0,0.0,0,551,2323.8377324976163,idle,True
2025-09-29 08:38:30,0,0,0.0,0,0.0,0,117,2278.9549203017928,idle,True
2025-09-29 08:39:00,0,0,0.0,0,0.0,0,1552,2338.096865887339,idle,True
2025-09-29 08:39:30,0,0,0.0,0,0.0,0,21,2345.2739403577166,idle,True
2025-09-29 08:40:00,0,0,0.0,0,0.0,0,-271,2322.698735553393,idle,True
2025-09-29 08:40:30,0,0,0.0,0,0.0,0,595,2284.849798249636,idle,True
2025-09-29 08:41:00,0,0,0.0,0,0.0,0,1204,2257.6613244105047,idle,True
2025-09-29 08:41:30,0,0,0.0,0,0.0,0,628,2311.2059908526076,idle,True
2025-09-29 08:42:00,0,0,0.0,0,0.0,0,-2090,2279.55914768771,idle,True
2025-09-29 08:42:30,0,0,0.0,0,0.0,0,-321,2238.7251401603744,idle,True
2025-09-29 08:43:00,0,0,0.0,0,0.0,0,-433,2347.8940394049996,idle,True
2025-09-29 08:43:30,0,0,0.0,0,0.0,0,232,2256.448084719084,idle,True
2025-09-29 08:44:00,0,0,0.0,0,0.0,0,-664,2256.130913471234,idle,True
2025-09-29 08:44:30,0,0,0.0,0,0.0,0,1475,2295.5453782799004,idle,True
2025-09-29 08:45:00,0,0,0.0,0,0.0,0,-682,2279.7718585504854,idle,True
2025-09-29 08:45:30,0,0,0.0,0,0.0,0,-827,2296.1359280169045,idle,True
2025-09-29 08:46:00,0,0,0.0,0,0.0,0,-1445,2284.443650306587,idle,True
2025-09-29 08:46:30,0,0,0.0,0,0.0,0,12,2291.204624090521,idle,True
2025-09-29 08:47:00,0,0,0.0,0,0.0,0,2275,2282.7175288969283,idle,True
2025-09-29 08:47:30,0,0,0.0,0,0.0,0,-767,2387.659122875578,idle,True
2025-09-29 08:48:00,0,0,0.0,0,0.0,0,-1452,2328.815456324055,idle,True
2025-09-29 08:48:30,0,0,0.0,0,0.0,0,-525,2173.8052137845098,idle,True
2025-09-29 08:49:00,0,0,0.0,0,0.0,0,571,2298.123822940265,idle,True
2025-09-29 08:49:30,0,0,0.0,0,0.0,0,1831,2213.9883396489677,idle,True
2025-09-29 08:50:00,0,0,0.0,0,0.0,0,295,2265.8889405506393,idle,True
2025-09-29 08:50:30,0,0,0.0,0,0.0,0,1237,2274.273007737369,idle,True
2025-09-29 08:51:00,0,0,0.0,0,0.0,0,259,2277.2257520851163,idle,False
2025-09-29 08:51:30,0,0,0.0,0,0.0,0,46,2280.2621849859092,idle,True
2025-09-29 08:52:00,0,0,0.0,0,0.0,0,-1368,2200.0438263731257,idle,True
2025-09-29 08:52:30,0,0,0.0,0,0.0,0,1277,2203.294291463219,idle,True
2025-09-29 08:53:00,0,0,0.0,0,0.0,0,114,2382.3699460565117,idle,True
2025-09-29 08:53:30,0,0,0.0,0,0.0,0,1755,2383.0373962440995,idle,True
2025-09-29 08:54:00,0,0,0.0,0,0.0,0,1489,2266.5452781035524,idle,True
2025-09-29 08:54:30,0,0,0.0,0,0.0,0,-1758,2332.9212243424795,idle,True
2025-09-29 08:55:00,0,0,0.0,0,0.0,0,200,2273.1461089479076,idle,True
2025-09-29 08:55:30,0,0,0.0,0,0.0,0,-1380,2361.4307772785646,idle,True
2025-09-29 08:56:00,0,0,0.0,0,0.0,0,-281,2319.820271484816,idle,False
2025-09-29 08:56:30,0,0,0.0,0,0.0,0,-89,2176.627894998006,idle,True
2025-09-29 08:57:00,0,0,0.0,0,0.0,0,-1101,2276.2348172622437,idle,True
2025-09-29 08:57:30,0,0,0.0,0,0.0,0,955,2276.866045136341,idle,True
2025-09-29 08:58:00,0,0,0.0,0,0.0,0,-815,2256.21643260157,idle,True
2025-09-29 08:58:30,0,0,0.0,0,0.0,0,-1035,2274.648482002272,idle,True
2025-09-29 08:59:00,0,0,0.0,0,0.0,0,-101,2165.8598754979603,idle,True
2025-09-29 08:59:30,0,0,0.0,0,0.0,0,213,2245.0137246003706,idle,True
2025-09-29 09:00:00,2,550,548.7643914534009,2,1.23560854659911,0,1245733,2268.951520023339,loading,True
2025-09-29 09:00:30,2,550,558.3325848105203,2,8.332584810520302,0,1256492,2252.636008183124,idle,True
2025-09-29 09:01:00,2,550,533.3328983158159,2,16.667101684184104,0,1254093,2348.3437133722264,idle,True
2025-09-29 09:01:30,2,550,547.2606035648798,2,2.7393964351201703,0,1270063,2322.5701046189415,idle,True
2025-09-29 09:02:00,2,550,583.8676888930077,2,33.86768889300765,0,1363774,2335.9787455717287,idle,True
2025-09-29 09:02:30,2,550,539.4890551533953,2,10.51094484660473,0,1207267,2239.474707651039,idle,True
2025-09-29 09:03:00,2,550,542.8876982733323,2,7.112301726667738,0,1210113,2225.92259981928,idle,True
2025-09-29 09:03:30,2,550,559.6980373264439,2,9.69803732644391,0,1251650,2236.3012940257454,idle,True
2025-09-29 09:04:00,2,550,566.7543648499662,2,16.754364849966237,0,1306434,2306.9455021842327,idle,True
2025-09-29 09:04:30,2,550,547.9062745410803,2,2.093725458919721,0,1286153,2349.786596796428,idle,True
2025-09-29 09:05:00,2,550,534.6157566879895,2,15.38424331201054,0,1233321,2308.1484618345285,idle,True
2025-09-29 09:05:30,2,550,544.6416207785883,2,5.358379221411724,0,1218673,2238.570811449063,idle,True
2025-09-29 09:06:00,2,550,550.5337379073932,2,0.5337379073931743,0,1232614,2238.452494179448,idle,True
2025-09-29 09:06:30,2,550,549.4473807960595,2,0.5526192039404805,0,1263376,2299.512663449157,idle,True
2025-09-29 09:07:00,2,550,543.6555153637483,2,6.34448463625165,0,1260569,2317.7695612912876,idle,True
2025-09-29 09:07:30,2,550,539.246892307216,2,10.753107692784056,0,1286195,2382.166024484115,idle,True
2025-09-29 09:08:00,2,550,542.7111386515957,2,7.288861348404339,0,1252101,2308.529933429658,idle,True
2025-09-29 09:08:30,2,550,530.1462968926903,2,19.853703107309684,0,1196270,2257.06903615285,idle,True
2025-09-29 09:09:00,2,550,557.0245170465512,2,7.024517046551182,0,1223674,2196.9239968865522,idle,True
2025-09-29 09:09:30,2,550,536.678821802613,2,13.321178197386985,0,1219234,2272.5724297496477,idle,True
2025-09-29 09:10:00,2,550,561.0692209013588,2,11.06922090135879,0,1263889,2251.1554065238424,idle,True
2025-09-29 09:10:30,2,550,537.5732245987662,2,12.42677540123384,0,1208658,2243.8330458774385,idle,True
2025-09-29 09:11:00,2,550,556.347793398986,2,6.347793398986028,0,1263195,2269.8477306978502,idle,True
2025-09-29 09:11:30,2,550,543.356162946126,2,6.643837053873995,0,1253691,2304.4022039689376,idle,True
2025-09-29 09:12:00,2,550,553.7136292828271,2,3.713629282827128,0,1250576,2259.406151693877,idle,True
2025-09-29 09:12:30,2,550,545.2418599339842,2,4.758140066015812,0,1259002,2307.174157648189,idle,True
2025-09-29 09:13:00,2,550,559.5823717377486,2,9.582371737748645,0,1267927,2263.698823391608,idle,True
2025-09-29 09:13:30,2,550,545.5111708967629,2,4.488829103237094,0,1223085,2246.179348975798,idle,True
2025-09-29 09:14:00,2,550,550.2026021710851,2,0.20260217108511824,0,1300907,2363.821865613764,idle,True
2025-09-29 09:14:30,2,550,547.5898941831025,2,2.4101058168974987,0,1273034,2324.6205409907607,idle,True
2025-09-29 09:15:00,2,550,533.7355512964218,2,16.264448703578182,0,1247778,2337.1877021603464,idle,True
2025-09-29 09:15:30,2,550,545.4318329470912,2,4.568167052908848,0,1270008,2328.2961003979794,idle,True
2025-09-29 09:16:00,2,550,544.9470301050573,2,5.052969894942748,0,1220153,2237.5077815267605,idle,True
2025-09-29 09:16:30,2,550,540.5830779150025,2,9.416922084997509,0,1273739,2355.4885656229812,idle,True
2025-09-29 09:17:00,2,550,561.4129393868369,2,11.41293938683691,0,1265435,2254.4991800572625,idle,True
2025-09-29 09:17:30,2,550,539.2335991263947,2,10.766400873605335,0,1217376,2258.6296028775264,idle,True
2025-09-29 09:18:00,2,550,559.5656651211623,2,9.565665121162283,0,1314151,2347.7818929402474,idle,True
2025-09-29 09:18:30,2,550,570.6447539381387,2,20.644753938138706,0,1270359,2227.0807298576474,idle,True
2025-09-29 09:19:00,2,550,530.4340772620529,2,19.565922737947062,0,1249721,2354.8022155744593,idle,True
2025-09-29 09:19:30,2,550,549.388568619985,2,0.6114313800150057,0,1260208,2289.0265420902715,idle,True
2025-09-29 09:20:00,2,550,551.2033427406537,2,1.2033427406537385,0,1277226,2316.2883311949345,idle,True
2025-09-29 09:20:30,2,550,552.4627242670705,2,2.4627242670704845,0,1265387,2292.5121966286824,idle,True
2025-09-29 09:21:00,2,550,567.5250528930334,2,17.525052893033376,0,1278461,2254.439216178441,idle,False
2025-09-29 09:21:30,2,550,548.6163438789039,2,1.3836561210961236,0,1321007,2406.9345550868743,idle,True
2025-09-29 09:22:00,2,550,548.2619131156312,2,1.7380868843688404,0,1237322,2258.655946502629,idle,True
2025-09-29 09:22:30,2,550,531.7965766094766,2,18.203423390523426,0,1207011,2268.5060214276805,idle,True
2025-09-29 09:23:00,2,550,546.3063683078086,2,3.6936316921913885,0,1290908,2363.4510762644695,idle,True
2025-09-29 09:23:30,2,550,533.4654275157008,2,16.534572484299247,0,1214804,2279.667327268438,idle,True
2025-09-29 09:24:00,2,550,547.4597201677045,2,2.5402798322954823,0,1269114,2314.8103182406708,idle,True
2025-09-29 09:24:30,2,550,562.3922153250253,2,12.39221532502529,0,1254167,2229.1403914727307,idle,True
2025-09-29 09:25:00,2,550,547.0422244038969,2,2.957775596103147,0,1219563,2224.6737045629166,idle,True
2025-09-29 09:25:30,2,550,550.6514027741594,2,0.6514027741593509,0,1234614,2240.872814738276,idle,True
2025-09-29 09:26:00,2,550,543.6897179243174,2,6.310282075682608,0,1224713,2252.6570529379806,idle,True
2025-09-29 09:26:30,2,550,544.0223275175285,2,5.977672482471462,0,1275482,2349.4291134520145,idle,True
2025-09-29 09:27:00,2,550,563.7069371174739,2,13.706937117473899,0,1226469,2176.3304883795927,idle,True
2025-09-29 09:27:30,2,550,545.9141504740463,2,4.085849525953677,0,1241121,2272.506101661877,idle,True
2025-09-29 09:28:00,2,550,537.7836656998759,2,12.216334300124117,0,1274199,2367.613522171181,idle,True
2025-09-29 09:28:30,2,550,563.9871060449358,2,13.987106044935786,0,1265296,2244.7764948270237,idle,True
2025-09-29 09:29:00,2,550,544.2302770709225,2,5.7697229290774885,0,1252939,2304.4687280613957,idle,True
2025-09-29 09:29:30,2,550,557.8429827318962,2,7.8429827318962,0,1293642,2320.69319540618,idle,True
2025-09-29 09:30:00,2,550,546.0293721759901,2,3.9706278240098527,0,1275517,2337.966490168212,idle,True
2025-09-29 09:30:30,2,550,556.7752916763869,2,6.775291676386928,0,1224727,2196.51104139658,idle,True
2025-09-29 09:31:00,2,550,544.2500467742906,2,5.749953225709419,0,1268731,2332.4504612918445,idle,True
2025-09-29 09:31:30,2,550,534.5069257400008,2,15.493074259999162,0,1237476,2317.817578464369,idle,True
2025-09-29 09:32:00,2,550,527.0987765132791,2,22.901223486720937,0,1246706,2364.822818414502,idle,True
2025-09-29 09:32:30,2,550,548.9361557694257,2,1.0638442305743183,0,1278216,2328.591134508637,idle,True
2025-09-29 09:33:00,2,550,546.0002656656476,2,3.9997343343524108,0,1243633,2277.1527188139466,idle,True
2025-09-29 09:33:30,2,550,531.1881476807771,2,18.811852319222908,0,1194148,2248.857274844936,idle,True
2025-09-29 09:34:00,2,550,550.2027732637193,2,0.20277326371933668,0,1263484,2297.3790852680836,idle,True
2025-09-29 09:34:30,2,550,541.4386480205745,2,8.561351979425467,0,1190915,2198.520350701184,idle,True
2025-09-29 09:35:00,2,550,561.320712010582,2,11.320712010582042,0,1293331,2303.629874120652,idle,True
2025-09-29 09:35:30,2,550,560.8096008234006,2,10.809600823400615,0,1251010,2229.8121054218313,idle,True
2025-09-29 09:36:00,2,550,529.7503834553519,2,20.24961654464812,0,1173313,2216.021151663215,idle,True
2025-09-29 09:36:30,2,550,550.2870015523191,2,0.2870015523191114,0,1245277,2262.599345685158,idle,True
2025-09-29 09:37:00,2,550,543.2733041670886,2,6.726695832911446,0,1199529,2209.666945157589,idle,True
2025-09-29 09:37:30,2,550,535.1314693382203,2,14.868530661779687,0,1233703,2308.698347960084,idle,True
2025-09-29 09:38:00,2,550,555.4264969096897,2,5.4264969096897175,0,1270647,2289.241806184744,idle,True
2025-09-29 09:38:30,2,550,557.7034086734989,2,7.7034086734988705,0,1286986,2310.378343216568,idle,True
2025-09-29 09:39:00,2,550,578.1609299209567,2,28.160929920956733,0,1316579,2275.1970050137675,idle,True
2025-09-29 09:39:30,2,550,542.2650593236152,2,7.734940676384781,0,1240905,2288.9922709364027,idle,True
2025-09-29 09:40:00,2,550,543.1033623643345,2,6.896637635665456,0,1288200,2370.6224278998466,idle,True
2025-09-29 09:40:30,2,550,543.8128654651631,2,6.1871345348369005,0,1211245,2225.610953236912,idle,True
2025-09-29 09:41:00,2,550,542.0014910659264,2,7.998508934073584,0,1228981,2267.6240682224247,idle,True
2025-09-29 09:41:30,2,550,556.8273930730575,2,6.827393073057465,0,1299325,2333.228433901335,idle,True
2025-09-29 09:42:00,2,550,556.1576949272414,2,6.157694927241437,0,1298927,2334.039036277731,idle,True
2025-09-29 09:42:30,2,550,555.0509808715128,2,5.05098087151282,0,1223092,2203.672406915113,idle,False
2025-09-29 09:43:00,2,550,554.7258004104584,2,4.725800410458419,0,1270806,2290.3843843581553,idle,True
2025-09-29 09:43:30,2,550,535.9557656659766,2,14.044234334023372,0,1233734,2302.3319865758544,idle,False
2025-09-29 09:44:00,2,550,549.5648933075768,2,0.43510669242323274,0,1271762,2314.075034868631,idle,True
2025-09-29 09:44:30,2,550,550.3273175344532,2,0.32731753445318645,0,1216582,2209.742003881777,idle,True
2025-09-29 09:45:00,2,550,552.4434714879709,2,2.4434714879708963,0,1247602,2256.062568916826,idle,True
2025-09-29 09:45:30,2,550,540.1593196755855,2,9.840680324414507,0,1240776,2300.628519832206,idle,True
2025-09-29 09:46:00,2,550,561.350289934155,2,11.350289934154944,0,1238449,2205.7219813481515,idle,True
2025-09-29 09:46:30,2,550,559.7859387518579,2,9.785938751857884,0,1296326,2315.6699795102722,idle,True
2025-09-29 09:47:00,2,550,544.309827048896,2,5.690172951104046,0,1281681,2350.467372009279,idle,True
2025-09-29 09:47:30,2,550,546.0087758351638,2,3.9912241648362397,0,1197226,2195.9089837433385,idle,True
2025-09-29 09:48:00,2,550,545.3779450119456,2,4.622054988054401,0,1234433,2265.9107695569746,idle,True
2025-09-29 09:48:30,2,550,539.8948285886738,2,10.105171411326182,0,1177553,2183.316084944622,idle,True
2025-09-29 09:49:00,2,550,560.8275463832425,2,10.82754638324252,0,1272636,2269.3005577887247,idle,True
2025-09-29 09:49:30,2,550,557.4230144138326,2,7.423014413832561,0,1305074,2338.355145719182,idle,True
2025-09-29 09:50:00,2,550,542.9848601732355,2,7.015139826764539,0,1222966,2253.450152249909,idle,True
2025-09-29 09:50:30,2,550,543.8897516892372,2,6.110248310762813,0,1226412,2255.2015476836764,idle,True
2025-09-29 09:51:00,2,550,565.6255467278884,2,15.625546727888377,0,1272652,2251.462685312526,idle,True
2025-09-29 09:51:30,2,550,555.1855711202504,2,5.185571120250415,0,1245543,2244.739463183511,idle,True
2025-09-29 09:52:00,2,550,567.0225572146306,2,17.022557214630638,0,1343113,2369.793883654776,idle,True
2025-09-29 09:52:30,2,550,545.7352828407041,2,4.264717159295856,0,1260190,2307.174955139467,idle,True
2025-09-29 09:53:00,2,550,548.0535804975655,2,1.9464195024345372,0,1226307,2240.0851377730773,idle,True
2025-09-29 09:53:30,2,550,541.9597695606388,2,8.040230439361153,0,1212873,2237.954560097607,idle,True
2025-09-29 09:54:00,2,550,544.3062757106021,2,5.693724289397892,0,1247092,2291.189397581945,idle,True
2025-09-29 09:54:30,2,550,563.072326007929,2,13.07232600792895,0,1318090,2340.2814038976417,idle,True
2025-09-29 09:55:00,2,550,557.5008063858894,2,7.500806385889405,0,1323162,2372.3353662868017,idle,True
2025-09-29 09:55:30,2,550,546.0477870013423,2,3.9522129986577283,0,1270883,2326.6498321325284,idle,True
2025-09-29 09:56:00,2,550,559.0253039931711,2,9.025303993171065,0,1289823,2305.363701555365,idle,True
2025-09-29 09:56:30,2,550,562.8622514949025,2,12.862251494902466,0,1265536,2247.540433754816,idle,True
2025-09-29 09:57:00,2,550,548.1617011165147,2,1.8382988834853222,0,1255036,2287.335684321666,idle,True
2025-09-29 09:57:30,2,550,541.0137076191404,2,8.986292380859595,0,1245225,2300.9126277393,idle,True
2025-09-29 09:58:00,2,550,552.102089748219,2,2.1020897482189866,0,1258714,2282.3218274078076,idle,True
2025-09-29 09:58:30,2,550,558.2087892262995,2,8.208789226299473,0,1314659,2354.7566872758707,idle,True
2025-09-29 09:59:00,2,550,552.7432205208183,2,2.7432205208183404,0,1303755,2358.872663988174,idle,True
2025-09-29 09:59:30,2,550,553.0692367834737,2,3.0692367834736842,0,1266260,2288.7772914945253,idle,True
2025-09-29 10:00:00,1,275,273.0037349656721,1,1.9962650343279051,0,623022,2288.7319634683913,unloading,True
2025-09-29 10:00:30,1,275,280.30758228584773,1,5.3075822858477295,0,631644,2252.0539076364207,idle,True
2025-09-29 10:01:00,1,275,274.27928876150554,1,0.7207112384944594,0,598177,2178.2379879687246,idle,True
2025-09-29 10:01:30,1,275,280.9403795017719,1,5.940379501771872,0,618004,2207.5993049791878,idle,True
2025-09-29 10:02:00,1,275,278.5674998409653,1,3.567499840965297,0,650007,2329.365444962831,idle,True
2025-09-29 10:02:30,1,275,282.20799103580714,1,7.20799103580714,0,652509,2312.510058897933,idle,True
2025-09-29 10:03:00,1,275,268.2500712049353,1,6.7499287950647044,0,634774,2363.0068476724123,idle,True
2025-09-29 10:03:30,1,275,273.8638805736277,1,1.1361194263723178,0,608715,2217.423028790478,idle,True
2025-09-29 10:04:00,1,275,277.78025995836316,1,2.7802599583631604,0,633206,2278.5537557912567,idle,True
2025-09-29 10:04:30,1,275,273.7346896042199,1,1.2653103957800909,0,632361,2308.48836401161,idle,True
2025-09-29 10:05:00,1,275,269.8059717235132,1,5.19402827648679,0,620767,2296.162288145449,idle,True
2025-09-29 10:05:30,1,275,277.7027251186072,1,2.702725118607191,0,625571,2246.1803848970367,idle,True
2025-09-29 10:06:00,1,275,270.9254217561776,1,4.074578243822373,0,615924,2279.2855484305014,idle,True
2025-09-29 10:06:30,1,275,278.10585584394886,1,3.1058558439488593,0,625987,2257.690828339261,idle,True
2025-09-29 10:07:00,1,275,274.04830816716697,1,0.9516918328330348,0,617872,2245.5920154949863,idle,True
2025-09-29 10:07:30,1,275,272.27273602095994,1,2.7272639790400603,0,631904,2319.290007932542,idle,True
2025-09-29 10:08:00,1,275,274.8670266259603,1,0.13297337403969323,0,618585,2251.449764018021,idle,False
2025-09-29 10:08:30,1,275,272.78190773914787,1,2.2180922608521314,0,620735,2279.8198730454715,idle,True
2025-09-29 10:09:00,1,275,277.8868882826517,1,2.8868882826516824,0,657460,2369.0812545212684,idle,True
2025-09-29 10:09:30,1,275,275.20713128242363,1,0.20713128242363155,0,613408,2229.9189995052543,idle,True
2025-09-29 10:10:00,1,275,280.4388550551996,1,5.43885505519961,0,647647,2311.1654903327303,idle,True
2025-09-29 10:10:30,1,275,272.5525917324438,1,2.447408267556227,0,641414,2349.9677718293,idle,True
2025-09-29 10:11:00,1,275,284.9658906827418,1,9.965890682741815,0,655215,2297.8962864345885,idle,True
2025-09-29 10:11:30,1,275,278.7479479419651,1,3.7479479419650943,0,649638,2332.4776357659666,idle,True
2025-09-29 10:12:00,1,275,275.62993351418504,1,0.6299335141850406,0,641332,2327.5072735499416,idle,True
2025-09-29 10:12:30,1,275,282.24503024702153,1,7.245030247021532,0,668214,2366.7981901582625,idle,True
2025-09-29 10:13:00,1,275,269.32633064221415,1,5.673669357785855,0,607555,2253.535088122689,idle,True
2025-09-29 10:13:30,1,275,281.21128440646726,1,6.211284406467257,0,665888,2366.3771585050354,idle,True
2025-09-29 10:14:00,1,275,268.79695028724285,1,6.203049712757149,0,619938,2308.213869401337,idle,True
2025-09-29 10:14:30,1,275,276.16377233709215,1,1.1637723370921549,0,624430,2267.131173128833,idle,True
2025-09-29 10:15:00,1,275,280.1308349638074,1,5.130834963807388,0,649063,2323.6579274309574,idle,True
2025-09-29 10:15:30,1,275,270.04119589680437,1,4.958804103195632,0,619771,2291.2225909279987,idle,True
2025-09-29 10:16:00,1,275,274.4203444100947,1,0.5796555899053146,0,648480,2369.0414606483323,idle,True
2025-09-29 10:16:30,1,275,271.8497736649831,1,3.150226335016896,0,641267,2353.8270174862946,idle,True
